"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NG-03-02-0276-02,"This one-year project will staff and outfit a new tribal library facility with new furniture, equipment, shelving, public access computers, and an automated circulation system.",0,"Elk Valley Rancheria",2002,"Native American Library Services: Enhancement Grants",$76941,"Office of Library Services","Crescent City",CA
LE-00-01-0011-01,,0,"Saginaw Chippewa Indian Tribe",2002,"Native American Library Services: Enhancement Grants",$121208,"Office of Library Services","Mount Pleasant",MI
LE-00-01-0028-01,,0,"Eastern Band of Cherokee Indians",2002,"Native American Library Services: Enhancement Grants",$148596,"Office of Library Services",Cherokee,NC
LE-00-01-0026-01,,0,"Iowa Tribe of Oklahoma",2002,"Native American Library Services: Enhancement Grants",$128902,"Office of Library Services",Perkins,OK
NG-03-02-0261-02,"This one-year project will increase the collections of children's, young adult and adult library materials in each of ten library centers, and develop summer reading programs in two centers.",0,"Oglala Sioux Tribe",2002,"Native American Library Services: Enhancement Grants",$150000,"Office of Library Services","Pine Ridge",SD
LE-00-01-0046-01,,0,"ALU LIKE",2002,"Native American Library Services: Enhancement Grants",$420000,"Office of Library Services",Honolulu,HI
NG-03-02-0263-02,"This two-year project will expand library services to children and adults by offering after school and summer reading programs, increasing the children's and Native American collections, conducting cultural enrichment programs for adults and creating an electronic social services information center on the library web site.",0,"Fort Belknap Indian Community",2002,"Native American Library Services: Enhancement Grants",$143443,"Office of Library Services",Harlem,MT
NG-03-02-0291-02,"This two-year project hopes to preserve the Cupeno language and traditions by digitizing visual, audio and print materials to develop language curriculum products and by offering language tutoring sessions given by tribal elders.",0,"Pala Band of Mission Indians",2002,"Native American Library Services: Enhancement Grants",$119507,"Office of Library Services",Pala,CA
LE-00-01-0034-01,,0,"Yurok Tribe",2002,"Native American Library Services: Enhancement Grants",$110683,"Office of Library Services",Klamath,CA
LE-00-01-0042-01,,0,"Igiugig Village",2002,"Native American Library Services: Enhancement Grants",$62150,"Office of Library Services",Igiugig,AK
NG-03-02-0285-02,"This one-year project establishes a library annex as a community telecommunications center and provides staff to collaborate with local businesses and organizations to asses information needs, provide technical support and training for the annex users, establish electronic links between St. Paul and other Alaskan libraries, and investigate establishing a consortium with other libraries in the Bering Sea Region for sharing resources.",0,"Aleut Community of St. Paul Island",2002,"Native American Library Services: Enhancement Grants",$103786,"Office of Library Services","Saint Paul Island",AK
LE-00-01-0043-01,,0,"Fort Peck Assiniboine and Sioux Tribes",2002,"Native American Library Services: Enhancement Grants",$122581,"Office of Library Services",Poplar,MT
LE-00-01-0015-01,,0,"Chilkoot Indian Association",2002,"Native American Library Services: Enhancement Grants",$127333,"Office of Library Services",Haines,AK
NG-03-02-0280-02,"This two-year project will develop a children's learning center within an existing tribal college library by increasing the children's collection and purchasing computers, software, shelving and audio/visual equipment.",0,"Chippewa Cree Tribe",2002,"Native American Library Services: Enhancement Grants",$147882,"Office of Library Services","Box Elder",MT
NG-03-02-0266-02,"This one-year project will increase library staff, train staff, update collections, purchase furniture and equipment, establish web sites and automate collections at two tribal libraries.",0,"Minnesota Chippewa Tribe/Leech Lake Band",2002,"Native American Library Services: Enhancement Grants",$136902,"Office of Library Services","Cass Lake",MN
NG-03-02-0267-02,"This one-year project will support staffing and combine three small collections into one central library facility to establish a computer technology center; increase materials for the tribal college, vocational, and reading readiness collections; and improve access for vision-impaired patrons, particularly elders.",0,"Keweenaw Bay Indian Community",2002,"Native American Library Services: Enhancement Grants",$108732,"Office of Library Services",Baraga,MI
LE-00-01-0033-01,,0,"Washoe Tribe of Nevada & California",2002,"Native American Library Services: Enhancement Grants",$147825,"Office of Library Services",Gardnerville,NV
LE-00-01-0039-01,,0,"Sealaska Corporation",2002,"Native American Library Services: Enhancement Grants",$20000,"Office of Library Services",Juneau,AK
