"Log Number",Description,"Supplement Indicator",Institution,"Fiscal Year",Program,"Federal Funds","Funding Office",City,State
NG-05-08-0050-08,,0,"Pueblo of Zuni",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Zuni,NM
NG-01-08-0168-08,,0,"Gulkana Village Council",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Gakona,AK
NG-05-08-0024-08,,0,"Confederated Tribes of the Goshute Res.",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ibapah,UT
NG-05-08-0191-08,,0,"Thlopthlocco Tribal Town",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Okemah,OK
NG-05-08-0041-08,,0,"Fort Belknap Indian Community",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Harlem,MT
NG-05-08-0013-08,,0,"Eastern Shawnee Tribe of Oklahoma",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wyandotte,OK
NG-05-08-0055-08,,0,"White Mountain Apache Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Whiteriver,AZ
NG-05-08-0031-08,,0,"Hopi Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Kykotsmovi,AZ
NG-05-08-0142-08,,0,"Suquamish Indian Tribe of the Port Madison Reservation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Suquamish,WA
NG-05-08-0001-08,,0,"Dry Creek Rancheria Band of Pomo Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Santa Rosa",CA
NG-05-08-0144-08,,0,"Death Valley Timbi-sha Shoshone Band",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Death Valley",CA
NG-05-08-0042-08,,0,"Fort McDowell Yavapai Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort McDowell",AZ
NG-05-08-0054-08,,0,"Winnebago Tribe of Nebraska",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Winnebago,NE
NG-05-08-0071-08,,0,"Reno-Sparks Indian Colony",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Reno,NV
NG-05-08-0127-08,,0,"Pala Band of Mission Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pala,CA
NG-05-08-0138-08,,0,"Knik Tribal Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wasilla,AK
NG-05-08-0060-08,,0,"Pyramid Lake Paiute Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nixon,NV
NG-05-08-0067-08,,0,"Shoalwater Bay Indian Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Tokeland,WA
NG-05-08-0056-08,,0,"Washoe Tribe of Nevada & California",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Gardnerville,NV
NG-05-08-0109-08,,0,"Aroostook Band Micmacs",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Presque Isle",ME
NG-05-08-0009-08,,0,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Hayward,WI
NG-01-08-0160-08,,0,"Lac du Flambeau Band of Lake Superior Chippewa Indians",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Lac du Flambeau",WI
NG-05-08-0192-08,,0,"Seminole Nation of Oklahoma",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wewoka,OK
NG-05-08-0200-08,,0,"Native Village of Eyak",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cordova,AK
NG-05-08-0003-08,,0,"Ounalashka Corporation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Unalaska,AK
NG-01-08-0153-08,,0,"Elk Valley Rancheria",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services","Crescent City",CA
NG-05-08-0097-08,,0,"Orutsararmuit Traditional Native Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Bethel,AK
NG-05-08-0121-08,,0,"Ponca Tribe of Oklahoma",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Ponca City",OK
NG-05-08-0095-08,,0,"Craig Tribal Association",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Craig,AK
NG-05-08-0103-08,,0,"Port Graham Village Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Port Graham",AK
NG-01-08-0162-08,,0,"Ottawa Tribe of Oklahoma",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Miami,OK
NG-01-08-0147-08,,0,"Barona Band of Mission Indians",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Lakeside,CA
NG-05-08-0017-08,,0,"Bay Mills Indian Community",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Brimley,MI
NG-05-08-0005-08,,0,"Chippewa Cree Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Box Elder",MT
NG-05-08-0082-08,,0,"Prairie Band Potawatomi Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Mayetta,KS
NG-05-08-0068-08,,0,"Yakutat Tlingit Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Yakutat,AK
NG-05-08-0188-08,,0,"Nikolai Edzeno Village Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Nikolai,AK
NG-05-08-0015-08,,0,"Berry Creek Rancheria",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Oroville,CA
NG-05-08-0049-08,,0,"Chickasaw Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ada,OK
NG-01-08-0175-08,,0,"Wrangell Cooperative Association",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Wrangell,AK
NG-05-08-0021-08,,0,"Confederated Tribes of the Umatilla Indian Reservation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Pendleton,OR
NG-01-08-0203-08,,0,"Sauk-Suiattle Indian Tribe",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Darrington,WA
NG-05-08-0112-08,,0,"Curyung Tribal Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Dillingham,AK
NG-05-08-0124-08,,0,"Scammon Bay Traditional Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Scammon Bay",AK
NG-05-08-0199-08,,0,"Kalispel Indian Community of the Kalispel Reservation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cusick,WA
NG-05-08-0115-08,,0,"Naknek Native Village",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Naknek,AK
NG-05-08-0172-08,,0,"Pascua Yaqui Tribe of Arizona",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Tucson,AZ
NG-05-08-0183-08,,0,"Pueblo of Pojoaque",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Santa Fe",NM
NG-01-08-0181-08,,0,"Choctaw Nation of Oklahoma",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Durant,OK
NG-05-08-0028-08,,0,"Jamestown S'Klallam Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Sequim,WA
NG-05-08-0008-08,,0,"Minnesota Chippewa Tribe/Leech Lake Band",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Cass Lake",MN
NG-05-08-0139-08,,0,"Santee Sioux Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Niobrara,NE
NG-05-08-0019-08,,0,"Coushatta Tribe of Louisiana",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Elton,LA
NG-05-08-0062-08,,0,"Tolowa Dee-ni Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Smith River",CA
NG-05-08-0137-08,,0,"Little Traverse Bay Bands of Odawa Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Harbor Springs",MI
NG-05-08-0176-08,,0,"Shageluk Native Village (IRA)",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Shageluk,AK
NG-05-08-0196-08,,0,"Blackfeet Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Browning,MT
NG-05-08-0096-08,,0,"Seneca Nation of Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Salamanca,NY
NG-05-08-0105-08,,0,"Ely Shoshone Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Ely,NV
NG-05-08-0187-08,,0,"Fort Sill Apache Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Apache,OK
NG-05-08-0035-08,,0,"Chilkoot Indian Association",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Haines,AK
NG-01-08-0159-08,,0,"Port Gamble S'Klallam Tribe",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Kingston,WA
NG-01-08-0161-08,,0,"Picayune Rancheria of the Chukchansi Indians",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Coarsegold,CA
NG-05-08-0076-08,,0,"Standing Rock Sioux Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Fort Yates",ND
NG-05-08-0111-08,,0,"Yerington Paiute Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Yerington,NV
NG-05-08-0086-08,,0,"Wyandotte Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Wyandotte,OK
NG-05-08-0102-08,,0,"Nisqually Indian Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Olympia,WA
NG-05-08-0190-08,,0,"Nooksack Indian Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Deming,WA
NG-05-08-0043-08,,0,"Grand Traverse Band of Ottawa and Chippewa Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Peshawbestown,MI
NG-05-08-0108-08,,0,"Miami Tribe of Oklahoma",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Miami,OK
NG-01-08-0148-08,,0,"Ninilchik Village",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Ninilchik,AK
NG-01-08-0154-08,,0,"Lac Vieux Desert Band of Lake Superior Chippewa Indians",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Watersmeet,MI
NG-05-08-0038-08,,0,"Eastern Band of Cherokee Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Cherokee,NC
NG-05-08-0179-08,,0,"Modoc Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Miami,OK
NG-05-08-0073-08,,0,"Stockbridge-Munsee Community",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Bowler,WI
NG-05-08-0070-08,,0,"Tunica-Biloxi Tribe of Louisiana",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Marksville,LA
NG-05-08-0072-08,,0,"Takotna Tribal Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Takotna,AK
NG-01-08-0149-08,,0,"Sealaska Corporation",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Juneau,AK
NG-05-08-0107-08,,0,"Ione Band of Miwok Indians of California",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Plymouth,CA
NG-05-08-0047-08,,0,"Cabazon Band of Mission Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Indio,CA
NG-05-08-0061-08,,0,"Santo Domingo Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Santo Domingo Pueblo",NM
NG-05-08-0130-08,,0,"Northfork Rancheria Mono Indians",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","North Fork",CA
NG-05-08-0081-08,,0,"Pueblo of Laguna",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Laguna,NM
NG-05-08-0074-08,,0,"Lummi Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Bellingham,WA
NG-05-08-0185-08,,0,"Pilot Point Traditional Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Pilot Point",AK
NG-05-08-0128-08,,0,"Samish Indian Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Anacortes,WA
NG-05-08-0077-08,,0,"Saint Regis Mohawk Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Akwesasne,NY
NG-05-08-0098-08,,0,"Mooretown Rancheria",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Oroville,CA
NG-05-08-0014-08,,0,"Big Pine Paiute Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Big Pine",CA
NG-05-08-0113-08,,0,"Pueblo of Zia",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","San Ysidro",NM
NG-05-08-0129-08,,0,"Northwestern Band of the Shoshone Nation",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Brigham City",UT
NG-05-08-0197-08,,0,"Pedro Bay Village Council",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Pedro Bay",AK
NG-05-08-0051-08,,0,"Yurok Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Klamath,CA
NG-01-08-0165-08,,0,"Menominee Indian Tribe of Wisconsin",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Keshena,WI
NG-05-08-0052-08,,0,"Ysleta Del Sur Pueblo",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","El Paso",TX
NG-05-08-0053-08,,0,"Yavapai-Prescott Indian Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Prescott,AZ
NG-05-08-0136-08,,0,"Lower Elwha Klallam Tribe",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Port Angeles",WA
NG-05-08-0177-08,,0,"Lime Village",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","Mc Grath",AK
NG-05-08-0189-08,,0,"Swinomish Indian Tribal Community",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services","La Conner",WA
NG-01-08-0152-08,,0,"Robinson Rancheria Citizens Council",2008,"Native American Library Services: Basic Grants",$5000,"Office of Library Services",Nice,CA
NG-05-08-0037-08,,0,"Petersburg Indian Association",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Petersburg,AK
NG-05-08-0011-08,,0,"Hoonah Tribe Association",2008,"Native American Library Services: Basic Grants",$6000,"Office of Library Services",Hoonah,AK
NG-05-08-0116-08,,0,"Arctic Slope Regional Corporation",2008,"Native American Library Services: Basic Grants",$48000,"Office of Library Services",Anchorage,AK
